"EnterpriseNumber","Status","JuridicalSituation","TypeOfEnterprise","JuridicalForm","JuridicalFormCAC","StartDate"
"0211.393.880","AC","000","2","124",,01-01-1968
"0211.393.979","AC","000","2","124",,01-01-1968
"0211.394.078","AC","000","2","124",,01-01-1968
"0211.394.276","AC","000","2","124",,01-01-1968
"0211.394.375","AC","000","2","124",,01-01-1968
"0211.394.474","AC","000","2","124",,01-01-1968
"0211.394.573","AC","000","2","124",,01-01-1968
"0211.394.672","AC","000","2","124",,01-01-1968
"0211.394.771","AC","000","2","124",,01-01-1968
"0211.394.870","AC","000","2","124",,01-01-1968
"0211.394.969","AC","000","2","124",,01-01-1968
"0211.395.068","AC","000","2","124",,01-01-1968
"0211.395.167","AC","000","2","124",,01-01-1968
"0211.395.266","AC","000","2","124",,01-01-1968
"0211.395.365","AC","000","2","124",,01-01-1968
"0211.395.464","AC","000","2","124",,01-01-1968
"0211.395.860","AC","000","2","124",,01-01-1968
"0211.395.959","AC","000","2","124",,01-01-1968
"0211.396.058","AC","000","2","124",,01-01-1968
"0211.396.157","AC","000","2","124",,01-01-1968
"0211.396.256","AC","000","2","124",,01-01-1968
"0211.396.355","AC","000","2","124",,01-01-1968
"0211.396.454","AC","000","2","124",,01-01-1968
"0211.396.553","AC","000","2","124",,01-01-1968
"0211.396.751","AC","000","2","124",,01-01-1968
"0211.396.850","AC","000","2","124",,01-01-1968
"0211.397.147","AC","000","2","124",,01-01-1968
"0211.397.246","AC","000","2","124",,01-01-1968
"0211.397.345","AC","000","2","124",,01-01-1968
"0211.397.444","AC","000","2","124",,01-01-1968
"0211.397.543","AC","000","2","124",,01-01-1968
"0211.397.642","AC","000","2","124",,01-01-1968
"0211.397.741","AC","000","2","124",,01-01-1968
"0211.397.840","AC","000","2","124",,01-01-1968
"0211.397.939","AC","000","2","124",,01-01-1968
"0211.398.038","AC","000","2","124",,01-01-1968
"0211.398.137","AC","000","2","124",,01-01-1968
"0211.398.335","AC","000","2","124",,01-01-1968
"0211.398.434","AC","000","2","124",,01-01-1968
"0211.398.533","AC","000","2","124",,01-01-1968
"0211.398.731","AC","000","2","124",,01-01-1968
"0211.398.830","AC","000","2","124",,01-01-1968
"0211.398.929","AC","000","2","124",,01-01-1968
"0211.399.028","AC","000","2","124",,01-01-1968
"0211.399.127","AC","000","2","124",,01-01-1968
"0211.399.325","AC","000","2","124",,01-01-1968
"0211.399.424","AC","000","2","124",,01-01-1968
"0211.399.523","AC","000","2","124",,01-01-1968
"0211.399.622","AC","000","2","124",,01-01-1968
"0211.399.721","AC","000","2","124",,01-01-1968
"0211.399.919","AC","000","2","124",,01-01-1968
"0211.400.018","AC","000","2","124",,01-01-1968
"0211.400.117","AC","000","2","124",,01-01-1968
"0211.400.216","AC","000","2","124",,01-01-1968
"0211.400.315","AC","000","2","124",,01-01-1968
"0211.400.414","AC","000","2","124",,01-01-1968
"0211.400.612","AC","000","2","124",,01-01-1968
"0211.400.711","AC","000","2","124",,01-01-1968
"0211.400.810","AC","000","2","124",,01-01-1968
"0211.400.909","AC","000","2","124",,01-01-1968
"0211.401.008","AC","000","2","124",,01-01-1968
"0211.401.107","AC","000","2","124",,01-01-1968
"0211.401.305","AC","000","2","124",,01-01-1968
"0211.401.404","AC","000","2","124",,01-01-1968
"0211.401.602","AC","000","2","124",,01-01-1968
"0211.401.701","AC","000","2","124",,01-01-1968
"0211.401.897","AC","000","2","124",,01-01-1968
"0211.401.996","AC","000","2","124",,01-01-1968
"0211.402.095","AC","000","2","124",,01-01-1968
"0211.402.194","AC","000","2","124",,01-01-1968
"0211.402.293","AC","000","2","124",,01-01-1968
"0211.402.491","AC","000","2","124",,01-01-1968
"0211.402.590","AC","000","2","124",,01-01-1968
"0211.402.689","AC","000","2","124",,01-01-1968
"0211.402.887","AC","000","2","124",,01-01-1968
"0211.402.986","AC","000","2","124",,01-01-1968
"0211.403.085","AC","000","2","124",,01-01-1968
"0211.403.283","AC","000","2","124",,01-01-1968
"0211.403.382","AC","000","2","124",,01-01-1968
"0211.403.580","AC","000","2","124",,01-01-1968
"0211.403.679","AC","000","2","124",,01-01-1968
"0211.403.877","AC","000","2","124",,01-01-1968
"0211.403.976","AC","000","2","124",,01-01-1968
"0211.404.075","AC","000","2","124",,01-01-1968
"0211.404.273","AC","000","2","124",,01-01-1968
"0211.404.372","AC","000","2","124",,01-01-1968
"0211.404.471","AC","000","2","124",,01-01-1968
"0211.404.570","AC","000","2","124",,01-01-1968
"0211.404.669","AC","000","2","124",,01-01-1968
"0211.404.768","AC","000","2","124",,01-01-1968
"0211.404.867","AC","000","2","124",,01-01-1968
"0211.404.966","AC","000","2","124",,01-01-1968
"0211.405.065","AC","000","2","124",,01-01-1968
"0211.405.164","AC","000","2","124",,01-01-1968
"0211.405.362","AC","000","2","124",,01-01-1968
"0211.405.461","AC","000","2","124",,01-01-1968
"0211.405.560","AC","000","2","124",,01-01-1968
"0211.405.659","AC","000","2","124",,01-01-1968
"0211.405.758","AC","000","2","124",,01-01-1968
"0211.405.857","AC","000","2","124",,01-01-1968
"0211.405.956","AC","000","2","124",,01-01-1968
"0211.406.055","AC","000","2","124",,01-01-1968
"0211.406.154","AC","000","2","124",,01-01-1968
"0211.406.253","AC","000","2","124",,01-01-1968
"0211.406.352","AC","000","2","124",,01-01-1968
"0211.406.451","AC","000","2","124",,01-01-1968
"0211.406.649","AC","000","2","124",,01-01-1968
"0211.406.748","AC","000","2","124",,01-01-1968
"0211.406.847","AC","000","2","124",,01-01-1968
"0211.406.946","AC","000","2","124",,01-01-1968
"0211.407.045","AC","000","2","124",,01-01-1968
"0211.407.144","AC","000","2","124",,01-01-1968
"0211.407.243","AC","000","2","124",,01-01-1968
"0211.407.342","AC","000","2","124",,01-01-1968
"0211.407.441","AC","000","2","124",,01-01-1968
"0211.407.540","AC","000","2","124",,01-01-1968
"0211.407.639","AC","000","2","124",,01-01-1968
"0211.407.738","AC","000","2","124",,01-01-1968
"0211.407.837","AC","000","2","124",,01-01-1968
"0211.407.936","AC","000","2","124",,01-01-1968
"0211.408.035","AC","000","2","124",,01-01-1968
"0211.408.134","AC","000","2","124",,01-01-1968
"0211.408.233","AC","000","2","124",,01-01-1968
"0211.408.431","AC","000","2","124",,01-01-1968
"0211.408.530","AC","000","2","124",,01-01-1968
"0211.408.629","AC","000","2","124",,01-01-1968
"0211.408.728","AC","000","2","124",,01-01-1968
"0211.408.827","AC","000","2","124",,01-01-1968
"0211.408.926","AC","000","2","124",,01-01-1968
"0211.409.223","AC","000","2","124",,01-01-1968
"0211.409.322","AC","000","2","124",,01-01-1968
"0211.409.520","AC","000","2","124",,01-01-1968
"0211.409.619","AC","000","2","124",,01-01-1968
"0211.409.718","AC","000","2","124",,01-01-1968
"0211.409.817","AC","000","2","124",,01-01-1968
"0211.409.916","AC","000","2","124",,01-01-1968
"0211.410.015","AC","000","2","124",,01-01-1968
"0211.410.114","AC","000","2","124",,01-01-1968
"0211.410.312","AC","000","2","124",,01-01-1968
"0211.410.411","AC","000","2","124",,01-01-1968
"0211.410.510","AC","000","2","124",,01-01-1968
"0211.410.609","AC","000","2","124",,01-01-1968
"0211.410.708","AC","000","2","124",,01-01-1968
"0211.410.906","AC","000","2","124",,01-01-1968
"0211.411.005","AC","000","2","124",,01-01-1968
"0211.411.203","AC","000","2","124",,01-01-1968
"0211.411.401","AC","000","2","124",,01-01-1968
"0211.411.597","AC","000","2","124",,01-01-1968
"0211.411.696","AC","000","2","124",,01-01-1968
"0211.411.795","AC","000","2","124",,01-01-1968
"0211.411.894","AC","000","2","124",,01-01-1968
"0211.411.993","AC","000","2","124",,01-01-1968
"0211.412.092","AC","000","2","124",,01-01-1968
"0211.412.191","AC","000","2","124",,01-01-1968
"0211.412.389","AC","000","2","124",,01-01-1968
"0211.412.587","AC","000","2","124",,01-01-1968
"0211.412.686","AC","000","2","124",,01-01-1968
"0211.412.785","AC","000","2","124",,01-01-1968
"0211.412.884","AC","000","2","124",,01-01-1968
"0211.412.983","AC","000","2","124",,01-01-1968
"0211.413.082","AC","000","2","124",,01-01-1968
"0211.413.181","AC","000","2","124",,01-01-1968
"0211.413.280","AC","000","2","124",,01-01-1968
"0211.413.379","AC","000","2","124",,01-01-1968
"0211.413.478","AC","000","2","124",,01-01-1968
"0211.413.676","AC","000","2","124",,01-01-1968
"0211.413.874","AC","000","2","124",,01-01-1968
"0211.413.973","AC","000","2","124",,01-01-1968
"0211.414.072","AC","000","2","124",,01-01-1968
"0211.414.171","AC","000","2","124",,01-01-1968
"0211.414.270","AC","000","2","124",,01-01-1968
"0211.414.369","AC","000","2","124",,01-01-1968
"0211.414.468","AC","000","2","124",,01-01-1968
"0211.414.567","AC","000","2","124",,01-01-1968
"0211.414.666","AC","000","2","124",,01-01-1968
"0211.414.765","AC","000","2","124",,01-01-1968
"0211.414.864","AC","000","2","124",,01-01-1968
"0211.414.963","AC","000","2","124",,01-01-1968
"0211.415.062","AC","000","2","124",,01-01-1968
"0211.415.161","AC","000","2","124",,01-01-1968
"0211.415.260","AC","000","2","124",,01-01-1968
"0211.415.359","AC","000","2","124",,01-01-1968
"0211.415.458","AC","000","2","124",,01-01-1968
"0211.415.557","AC","000","2","124",,01-01-1968
"0211.415.755","AC","000","2","124",,01-01-1968
"0211.415.854","AC","000","2","124",,01-01-1968
"0211.416.052","AC","000","2","124",,01-01-1968
"0211.416.250","AC","000","2","124",,01-01-1968
"0211.416.448","AC","000","2","124",,01-01-1968
"0211.416.547","AC","000","2","124",,01-01-1968
"0211.416.646","AC","000","2","124",,01-01-1968
"0211.416.745","AC","000","2","124",,01-01-1968
"0211.416.844","AC","000","2","124",,01-01-1968
"0211.416.943","AC","000","2","124",,01-01-1968
"0211.417.042","AC","000","2","124",,01-01-1968
"0211.417.141","AC","000","2","124",,01-01-1968
"0211.417.240","AC","000","2","124",,01-01-1968
"0211.417.339","AC","000","2","124",,01-01-1968
"0211.417.438","AC","000","2","124",,01-01-1968
"0211.417.636","AC","000","2","124",,01-01-1968
"0211.417.735","AC","000","2","124",,01-01-1968
"0211.418.032","AC","000","2","124",,01-01-1968
"0211.418.131","AC","000","2","124",,01-01-1968
"0211.418.230","AC","000","2","124",,01-01-1968
"0211.418.329","AC","000","2","124",,01-01-1968
"0211.418.527","AC","000","2","124",,01-01-1968
"0211.418.626","AC","000","2","124",,01-01-1968
"0211.418.725","AC","000","2","124",,01-01-1968
"0211.418.824","AC","000","2","124",,01-01-1968
"0211.418.923","AC","000","2","124",,01-01-1968
"0211.419.022","AC","000","2","124",,01-01-1968
"0211.419.121","AC","000","2","124",,01-01-1968
"0211.419.220","AC","000","2","124",,01-01-1968
"0211.419.319","AC","000","2","124",,01-01-1968
"0211.419.418","AC","000","2","124",,01-01-1968
"0211.419.517","AC","000","2","124",,01-01-1968
"0211.419.616","AC","000","2","124",,01-01-1968
"0211.419.715","AC","000","2","124",,01-01-1968
"0211.419.814","AC","000","2","124",,01-01-1968
"0211.419.913","AC","000","2","124",,01-01-1968
"0211.420.012","AC","000","2","124",,01-01-1968
"0211.420.210","AC","000","2","124",,01-01-1968
"0211.420.309","AC","000","2","124",,01-01-1968
"0211.420.408","AC","000","2","124",,01-01-1968
"0211.420.507","AC","000","2","124",,01-01-1968
"0211.420.606","AC","000","2","124",,01-01-1968
"0211.420.705","AC","000","2","124",,01-01-1968
"0211.420.804","AC","000","2","124",,01-01-1968
"0211.420.903","AC","000","2","124",,01-01-1968
"0211.421.002","AC","000","2","124",,01-01-1968
"0211.421.297","AC","000","2","124",,01-01-1968
"0211.421.495","AC","000","2","124",,01-01-1968
"0211.421.594","AC","000","2","124",,01-01-1968
"0211.421.693","AC","000","2","124",,01-01-1968
"0211.421.891","AC","000","2","124",,01-01-1968
"0211.421.990","AC","000","2","124",,01-01-1968
"0211.422.089","AC","000","2","124",,01-01-1968
"0211.422.188","AC","000","2","124",,01-01-1968
"0211.422.287","AC","000","2","124",,01-01-1968
"0211.422.386","AC","000","2","124",,01-01-1968
"0211.422.485","AC","000","2","124",,01-01-1968
"0211.422.584","AC","000","2","124",,01-01-1968
"0211.422.683","AC","000","2","124",,01-01-1968
"0211.422.782","AC","000","2","124",,01-01-1968
"0211.422.881","AC","000","2","124",,01-01-1968
"0211.422.980","AC","000","2","124",,01-01-1968
"0211.423.079","AC","000","2","124",,01-01-1968
"0211.423.178","AC","000","2","124",,01-01-1968
"0211.423.277","AC","000","2","124",,01-01-1968
"0211.423.376","AC","000","2","124",,01-01-1968
"0211.423.475","AC","000","2","124",,01-01-1968
"0211.423.574","AC","000","2","124",,01-01-1968
"0211.423.673","AC","000","2","124",,01-01-1968
"0211.423.772","AC","000","2","124",,01-01-1968
"0211.423.871","AC","000","2","124",,01-01-1968
"0211.423.970","AC","000","2","124",,01-01-1968
"0211.424.069","AC","000","2","124",,01-01-1968
"0211.424.267","AC","000","2","124",,01-01-1968
"0211.424.366","AC","000","2","124",,01-01-1968
"0211.424.465","AC","000","2","124",,01-01-1968
"0211.424.564","AC","000","2","124",,01-01-1968
"0211.424.762","AC","000","2","124",,01-01-1968
"0211.424.861","AC","000","2","124",,01-01-1968
"0211.424.960","AC","000","2","124",,01-01-1968
"0211.425.059","AC","000","2","124",,01-01-1968
"0211.425.158","AC","000","2","124",,01-01-1968
"0211.425.257","AC","000","2","124",,01-01-1968
"0211.425.356","AC","000","2","124",,01-01-1968
"0211.425.455","AC","000","2","124",,01-01-1968
"0211.426.148","AC","000","2","124",,01-01-1968
"0211.426.247","AC","000","2","124",,01-01-1968
"0211.426.346","AC","000","2","124",,01-01-1968
"0211.426.445","AC","000","2","124",,01-01-1968
"0211.426.643","AC","000","2","124",,01-01-1968
"0211.426.841","AC","000","2","124",,01-01-1968
"0211.427.039","AC","000","2","124",,01-01-1968
"0211.427.237","AC","000","2","124",,01-01-1968
"0211.427.336","AC","000","2","124",,01-01-1968
"0211.427.435","AC","000","2","124",,01-01-1968
"0211.427.633","AC","000","2","124",,01-01-1968
"0211.427.732","AC","000","2","124",,01-01-1968
"0211.427.831","AC","000","2","124",,01-01-1968
"0211.427.930","AC","000","2","124",,01-01-1968
"0211.428.326","AC","000","2","124",,01-01-1968
"0211.428.425","AC","000","2","124",,01-01-1968
"0211.428.524","AC","000","2","124",,01-01-1968
"0211.428.623","AC","000","2","124",,01-01-1968
"0211.428.722","AC","000","2","124",,01-01-1968
"0211.428.821","AC","000","2","124",,01-01-1968
"0211.428.920","AC","000","2","124",,01-01-1968
"0211.429.019","AC","000","2","124",,01-01-1968
"0211.429.118","AC","000","2","124",,01-01-1968
"0211.429.316","AC","000","2","124",,01-01-1968
"0211.429.415","AC","000","2","124",,01-01-1968
"0211.429.514","AC","000","2","124",,01-01-1968
"0211.429.613","AC","000","2","124",,01-01-1968
"0211.429.712","AC","000","2","124",,01-01-1968
"0211.430.108","AC","000","2","124",,01-01-1968
"0211.430.207","AC","000","2","124",,01-01-1968
"0211.430.306","AC","000","2","124",,01-01-1968
"0211.430.405","AC","000","2","124",,01-01-1968
"0211.430.504","AC","000","2","124",,01-01-1968
"0211.430.603","AC","000","2","124",,01-01-1968
"0211.430.702","AC","000","2","124",,01-01-1968
"0211.430.801","AC","000","2","124",,01-01-1968
"0211.430.997","AC","000","2","124",,01-01-1968
"0211.431.096","AC","000","2","124",,01-01-1968
"0211.431.195","AC","000","2","124",,01-01-1968
"0211.431.294","AC","000","2","124",,01-01-1968
"0211.431.393","AC","000","2","124",,01-01-1968
"0211.431.492","AC","000","2","124",,01-01-1968
"0211.431.591","AC","000","2","124",,01-01-1968
"0211.431.690","AC","000","2","124",,01-01-1968
"0211.431.789","AC","000","2","124",,01-01-1968
"0211.431.888","AC","000","2","124",,01-01-1968
"0211.431.987","AC","000","2","124",,01-01-1968
"0211.432.086","AC","000","2","124",,01-01-1968
"0211.432.284","AC","000","2","124",,01-01-1968
"0211.432.383","AC","000","2","124",,01-01-1968
"0211.432.482","AC","000","2","124",,01-01-1968
"0211.432.581","AC","000","2","124",,01-01-1968
"0211.432.680","AC","000","2","124",,01-01-1968
"0211.432.779","AC","000","2","124",,01-01-1968
"0211.432.878","AC","000","2","124",,01-01-1968
"0211.432.977","AC","000","2","124",,01-01-1968
"0211.433.076","AC","000","2","124",,01-01-1968
"0211.433.274","AC","000","2","124",,01-01-1968
"0211.433.373","AC","000","2","124",,01-01-1968
"0211.433.472","AC","000","2","124",,01-01-1968
"0211.433.571","AC","000","2","124",,01-01-1968
"0211.433.670","AC","000","2","124",,01-01-1968
"0211.433.769","AC","000","2","124",,01-01-1968
"0211.433.868","AC","000","2","124",,01-01-1968
"0211.434.165","AC","000","2","124",,01-01-1968
"0211.434.264","AC","000","2","124",,01-01-1968
"0211.434.363","AC","000","2","124",,01-01-1968
"0211.434.462","AC","000","2","124",,01-01-1968
"0211.434.561","AC","000","2","124",,01-01-1968
"0211.434.660","AC","000","2","124",,01-01-1968
"0211.434.759","AC","000","2","124",,01-01-1968
"0211.434.858","AC","000","2","124",,01-01-1968
"0211.434.957","AC","000","2","124",,01-01-1968
"0211.435.056","AC","000","2","124",,01-01-1968
"0211.435.254","AC","000","2","124",,01-01-1968
"0211.435.353","AC","000","2","124",,01-01-1968
"0211.435.551","AC","000","2","124",,01-01-1968
"0211.435.650","AC","000","2","124",,01-01-1968
"0211.435.749","AC","000","2","124",,01-01-1968
"0211.435.848","AC","000","2","124",,01-01-1968
"0211.435.947","AC","000","2","124",,01-01-1968
"0211.436.244","AC","000","2","124",,01-01-1968
"0211.436.343","AC","000","2","124",,01-01-1968
"0211.436.442","AC","000","2","124",,01-01-1968
"0211.436.541","AC","000","2","124",,01-01-1968
"0211.436.640","AC","000","2","124",,01-01-1968
"0211.436.838","AC","000","2","124",,01-01-1968
"0211.436.937","AC","000","2","124",,01-01-1968
"0211.437.036","AC","000","2","124",,01-01-1968
"0211.437.135","AC","000","2","124",,01-01-1968
"0211.437.234","AC","000","2","124",,01-01-1968
"0211.437.333","AC","000","2","124",,01-01-1968
"0211.437.432","AC","000","2","124",,01-01-1968
"0211.437.531","AC","000","2","124",,01-01-1968
"0211.437.630","AC","000","2","124",,01-01-1968
"0211.437.729","AC","000","2","124",,01-01-1968
"0211.437.828","AC","000","2","124",,01-01-1968
"0211.437.927","AC","000","2","124",,01-01-1968
"0211.438.026","AC","000","2","124",,01-01-1968
"0211.438.125","AC","000","2","124",,01-01-1968
"0211.438.224","AC","000","2","124",,01-01-1968
"0211.438.323","AC","000","2","124",,01-01-1968
"0211.438.422","AC","000","2","124",,01-01-1968
"0211.438.521","AC","000","2","124",,01-01-1968
"0211.438.620","AC","000","2","124",,01-01-1968
"0211.438.719","AC","000","2","124",,01-01-1968
"0211.438.818","AC","000","2","124",,01-01-1968
"0211.439.016","AC","000","2","124",,01-01-1968
"0211.439.115","AC","000","2","124",,01-01-1968
"0211.439.214","AC","000","2","124",,01-01-1968
"0211.439.412","AC","000","2","124",,01-01-1968
"0211.439.511","AC","000","2","124",,01-01-1968
